Time,CO,C6H6,T,RH,NOx
5,1.9,10.7,18.5,70.4,258
6,2.2,12.2,17,76.1,311
7,1.6,8,16.8,74.9,231
8,1,5.5,15.5,78.5,127
9,1,5.5,15.3,79,-200
10,-200,4.3,15,77.9,124
11,0.9,5.9,14.8,79.4,138
12,1.4,8.6,15.7,77,228
13,3,18.7,16.2,75.9,383
14,4.5,25,16.3,75.9,581
15,3.8,19.6,17.7,70.6,545
16,3.4,20.8,18.3,67.6,593
17,3.5,20.1,20.1,62,602
18,4.4,26.7,22.6,54.5,624
19,4,23.6,24.6,47.1,546
20,4.5,26.4,24.9,48.3,597
21,5.3,30.9,24.9,50,688
22,5.8,32.8,24,55,760
23,8.4,45.9,23.2,58.7,918
0,9.5,52.1,22.5,61.5,952
1,6.2,36.6,22.2,61,685
2,5,24,22.6,58.3,561
3,2.1,9.8,21,57.4,239
4,1.4,7.9,19.8,63.7,175
5,1.6,7.5,17.7,78.8,169
6,2,9.2,17.6,80.5,215
7,1.2,5.7,17.4,81.3,115
8,0.8,4.4,17.4,81,94
9,0.6,3.9,17.2,81.8,-200
10,-200,3.1,17,81,80
11,0.7,5.1,16.8,81.3,132
12,1.7,10.5,17.6,78.8,295
13,3.4,20.6,18,75.7,517
14,4.9,28.5,18,74.8,555
15,2.7,12.7,18.2,74,429
16,3.2,16.1,19.7,65.4,561
17,2.7,14.9,21,57.9,427
18,3.2,16.8,20.7,58.6,445
19,4.1,21.8,19.5,67.1,538
20,3.6,18.6,18.5,76.2,556
21,2.8,14.5,19.6,69.7,370
22,2.1,13.4,19.9,65.3,257
23,2.4,15.8,20,63.3,266
0,3.6,20.7,19.2,66.4,403
1,2.6,16.6,19.3,67.5,275
2,2.8,15.3,18.2,71.4,338
3,1.4,8,17.8,71.2,176
4,1.1,5.8,17.6,69.9,159
5,1.3,7,16,75.9,147
6,0.9,4.5,16.9,72,99
7,1,5.2,15.7,76.3,98
8,0.9,4.4,14.8,78.7,109
9,0.7,4.2,14.8,79.7,-200
10,-200,3.8,14.6,79.9,112
11,0.8,5.2,15.2,78,163
12,1.6,10,15.5,77.2,326
13,3.4,20,15.7,76.4,640
14,4.4,25.8,16,76.4,736
15,3.5,20,16.7,73.8,667
16,3.4,20.6,18.6,66.3,677
17,2.4,12.2,20.4,58.1,425
18,2.3,13.1,20.6,57.3,349
19,2.6,14.5,21.6,53.6,332
20,2.9,17.5,21.4,55.6,412
21,4.4,25.9,20.7,63,631
22,5,26.6,21.3,61.9,677
23,6.5,35.3,20.8,64,761
0,5.9,28.2,20.3,66.7,650
1,2.7,14.2,19.7,64.5,262
2,2.5,12.4,19.4,64,292
3,1.5,6.6,20.1,60.8,177
4,1,4.8,20.4,60.4,103
5,1.2,5.4,20.1,62.6,127
6,1,4.3,19.9,64.9,119
7,0.8,2.9,18.2,74.7,83
8,0.6,2.5,18.4,73.8,65
9,0.6,2.2,18.7,73.5,-200
10,-200,2.7,18.2,76.6,84
11,1.1,6.1,18.5,76.4,200
12,1.3,7.7,19.3,71.6,242
13,2.9,15.9,20.2,66.9,366
14,3.7,22.8,20.8,64.7,404
15,3,16.6,21.9,61.8,429
16,1.4,8.4,23.5,57.7,169
17,2.6,13.9,19.8,81,419
18,4.2,24.9,20.2,86.5,603
19,5.1,22.4,20.2,82.2,589
20,5.5,26.1,19.7,82.2,706
21,4.5,18.1,20.2,79.1,592
22,2.7,13.9,20.1,75.4,305
23,3.1,18.5,20.2,72.3,371
0,4.2,20.9,20,73.3,465
1,3.1,12.9,18.3,74.9,390
2,1.7,6.7,18.9,70.4,227
3,1.8,7,17.3,76.3,284
4,1.7,7.3,17.1,77.9,211
5,2.1,9.1,17.3,79.3,297
6,2.4,9.9,17.3,79.9,351
7,1.8,6.9,16.9,80.6,259
8,1.5,6.5,16.9,81.4,214
9,1.4,5.9,16.8,81.5,-200
10,-200,5.4,16.9,79.8,173
11,1,5.4,16.7,79.7,192
12,1.4,7.8,16.8,79,237
13,2.4,13.6,16.8,79.8,413
14,3.1,15.4,16.9,79.9,455
15,3,14.4,17.4,79.3,493
16,2.7,14.3,18,76.6,482
17,4,20.3,21.2,64.4,599
18,3.7,18.7,22.4,60.8,481
19,3.4,17.3,22.6,61.1,406
20,3.4,16.9,23.6,57.3,419
21,3.2,16.4,23.5,58.3,387
22,3.9,19.1,22.9,61.6,461
23,3.7,18.7,22.3,64.3,493
0,4.3,22.4,21.6,68,532
1,4.9,25.3,21.2,67.4,581
2,4,17.7,20.8,65.8,494
3,2.8,13.8,20.4,64.8,392
4,2.4,10.2,20.1,66.7,311
5,1.9,8.6,19.5,70,236
6,2,7.9,19.3,70.4,270
7,1.5,5.7,19.7,68.6,199
8,1.3,6.4,19.7,68.2,146
9,1,4.6,19.9,68.4,-200
10,-200,2.7,18.4,74.2,74
11,0.5,2.1,18.9,71.3,55
12,0.4,1.2,18.1,79,43
13,0.4,1.4,20.4,71.2,46
14,0.9,4.6,20.6,70.7,139
15,1.3,5.7,19.3,74.1,169
16,2.1,10.6,22.2,64.4,254
17,2.4,11,23,64.6,303
18,2,8.6,24.3,57.4,259
19,1.8,8.8,22,67,226
20,1.5,7.5,22.9,65.7,161
21,1.6,11.6,23.2,63.9,182
22,2.2,10.1,23,62.3,289
23,2.3,10.8,22.4,63.2,340
0,6.6,30.3,21.7,66.6,544
1,4.7,22.4,21.2,70.3,543
2,4.1,20.6,20.8,70.9,501
3,4.1,17.5,20,73.2,521
4,2.7,13.9,19.7,73.7,352
5,2.6,13.6,19.9,72.6,321
6,3.2,15.9,20.1,71.3,318
7,3.7,17.8,20.1,71.1,338
8,3.5,16.7,19.6,73.2,353
9,3,16,19.1,75.8,-200
10,-200,16.9,18.4,77.9,291
11,2.7,15,18.4,78.1,279
12,1.8,9.6,19.2,74.7,200
13,1.3,7.8,19.4,75.1,180
14,1.5,8.7,19.1,75.6,213
15,1.9,9.8,20.3,71.1,266
16,2.2,12.4,23.1,61.3,247
17,2.6,13.9,25.1,56,326
18,2.7,12.5,25.8,56.1,319
19,2.5,10.9,23.7,68.2,320
20,1.5,6.5,23.1,70.8,174
21,2,9.4,23.9,66.3,216
22,3.1,15.3,23.8,65,376
23,3.7,16.4,23.2,65.6,496
0,4,19.8,21.8,72.7,523
1,4.1,15.8,21.7,67.3,465
2,3.1,14.5,21.3,66.3,407
3,3.2,14.7,20.4,71.6,412
4,3.2,15.3,19.6,75.3,403
5,2.7,13,19.3,75.8,357
6,2.3,10.5,18.4,76.3,259
7,1.6,7.6,18.2,76.4,227
8,1.1,4.8,17.9,74.8,147
9,0.7,3.1,17.5,74.5,-200
10,-200,2.6,17.2,74,72
11,0.6,2.7,17.6,73.2,96
12,0.5,3,17.9,69.3,73
13,1.5,8.7,16.1,76.3,309
14,3.4,20.7,17.1,72.8,607
15,4.4,25.2,20.8,57.9,562
16,4.4,23.6,20.6,60.2,560
17,5.8,32.9,22.1,56.6,844
18,4.9,25.6,24,50,667
19,5.1,31.2,25.7,45.6,583
20,7.5,37.9,25.5,49.7,726
21,5.8,32.3,25.2,50.6,674
22,5.9,31.5,25.4,50.7,544
23,6.8,38,24.4,56,715
0,7.9,44.1,23,62.1,789
1,8,44.9,21.8,65.3,737
2,9.2,48.2,20.9,67.5,859
3,5.9,29.1,20.2,68.6,668
4,3.7,19.1,19.3,70.8,454
5,2.6,13.9,19.2,68.8,337
6,1.1,6.8,20.4,61.1,127
7,2.6,13.2,18,71.5,281
8,2.2,10.7,17.5,73.2,252
9,0.9,4.1,17.2,71.7,-200
10,-200,2.9,16.4,74.4,65
11,0.5,2.7,16.8,71.9,69
12,0.7,4.3,16.9,70.5,151
13,1.3,8,17,70.1,231
14,2.2,15.5,18.8,62.5,297
15,3.7,23.8,20.3,58.4,515
16,3.7,21,23.7,49.1,499
17,3.4,19.3,26.6,42.8,445
18,3.4,19.7,26.2,43.5,464
19,2.6,13.2,26.3,43.6,298
20,2.5,13,26.6,42.5,266
21,2.5,12.9,26.3,43.7,323
22,2.7,15.1,25.6,46.2,352
23,3.2,16.3,25.1,47.6,372
0,3.7,20.5,23.8,51.4,383
1,4.6,24.4,23.3,53.1,455
2,3.3,18.7,22.4,55.2,355
3,2.4,12.7,21.7,57.7,267
4,2.8,15.6,20.5,63,308
5,2.7,14.2,19.5,67.6,313
6,1.8,9.9,18.7,69,216
7,1.1,6.3,19.3,65.5,137
8,1.2,5.2,17.6,70.8,140
9,0.8,4.2,16.8,72.9,-200
10,0.6,2.9,17.8,68.1,94
11,0.5,2.6,16.1,73.5,79
12,0.7,4.7,15.8,73.5,156
13,0.8,5.1,17,68,153
14,3.5,22.2,16,72.2,464
15,3.6,23.3,17.8,65.4,435
16,-200,26.3,20.6,56,683
17,-200,19.7,23.6,48,523
18,-200,17.4,23.7,49.8,460
19,-200,20.2,24.7,47.4,417
20,-200,24.4,25.9,42.8,486
21,-200,24.5,26.8,43.3,512
22,-200,24.8,26.6,45.5,595
23,-200,45.9,24.8,53.9,1052
0,8.7,47.5,23.1,61.1,1014
1,5.8,33,22.2,63.7,633
2,4.3,27.2,21.1,66.1,485
3,3.6,21.8,20,69,480
4,3.9,21.3,19.1,72,572
5,2.4,13.3,18.8,70.6,345
6,1.6,8.8,18.5,69.5,195
7,1.8,9.2,18.4,68.5,213
8,1.5,7.6,16.8,73.3,216
9,0.7,3.6,17.9,66.8,-200
10,0.5,2.8,16.5,71,73
11,0.4,2.2,16.9,67.9,67
12,0.5,3.4,16.1,69.3,96
13,0.8,5.7,16.1,69.6,162
14,2,16.3,16.2,70.1,305
15,6.2,37.9,16.5,69.3,725
16,4.5,25.5,19.6,58.3,658
17,4.6,24.2,20.7,55.5,710
18,3.3,20.9,20.8,56.3,445
19,3.6,22.1,21.7,53.1,455
20,4.4,25,23,49,524
21,4.3,26.4,24.2,44,527
22,5,29.8,24.7,43.6,601
23,8.1,45,23,54.2,1001
0,8,42.8,21.4,60.9,852
1,3.6,22.4,20.3,61.4,370
2,2.9,15.9,20,63.2,348
3,2.7,14.3,19.1,64.4,361
4,1.9,10.7,18.1,67.5,255
5,1.3,7.6,17.8,66.9,162
6,1.2,6.7,17.6,66.5,166
7,1.8,9,16.1,71.2,247
8,1.9,9,15.5,73.3,255
9,1.5,7,15.4,72.8,-200
10,0.9,4.3,15.6,70.8,129
11,0.5,2.8,17,64.5,83
12,0.6,3.7,14.9,72.3,114
13,1.1,6.3,14,76.6,233
14,2.8,14.5,14.6,74.2,448
15,2.9,16.4,15.9,69.8,455
16,1.7,10.9,18.4,61.3,254
17,2.3,14.1,20,56.7,313
18,3.3,17.1,20.4,57,490
19,3.5,19.4,20.7,59.3,496
20,3.8,20.9,21.7,54.8,514
21,3.4,17.7,22,54.2,454
22,3.8,19.8,21.4,57.1,507
23,3.6,19.5,20.8,58.7,474
0,3.5,17,20.1,59.6,404
1,2.8,14.6,20,58.4,356
2,2.5,12,19.5,58.9,345
3,3.1,13.3,19.5,57.4,395
4,1.8,7.9,19.1,59.2,249
5,1.6,7.9,18.8,59.1,197
6,1.9,7.5,18,60.4,224
7,2,8.4,17.5,60.7,231
8,1.4,6.9,17.5,59.4,177
9,1.2,4.6,17.1,59.2,-200
10,-200,3.8,17,52.3,98
11,0.7,2.1,16.1,49.8,64
12,0.4,1.5,15.5,51.5,44
13,0.4,1.2,15.1,52,53
14,0.5,1.6,14.9,46.8,94
15,0.7,1.9,15.5,42.4,100
16,0.7,2,16.6,38.2,98
17,0.7,2.7,18,34.7,115
18,1,3.6,18,35.1,115
19,1,3.7,17.6,33.8,76
20,0.9,3.9,17.5,33.7,55
21,0.9,3.8,17.2,33.9,59
22,0.9,3.4,16.8,32.1,95
23,1.1,4,16,34.1,107
0,3.2,14.3,14.8,37.5,189
1,3.1,10.5,14.4,39.2,386
2,3.1,12.2,14.1,43,412
3,2.3,11.4,13.4,48.4,342
4,1.8,7.3,12.7,51.2,255
5,0.8,2.4,9.9,71.4,89
6,0.9,2.7,10.2,71.6,106
7,0.8,2.5,10.6,61.3,109
8,0.7,1.7,11.1,55.6,67
9,0.4,0.5,11.5,50.4,-200
10,0.2,0.3,11.3,49.5,13
11,0.2,0.4,10.8,50.9,20
12,0.3,0.6,10.9,50.1,33
13,0.7,2.1,10.8,49.7,146
14,1.7,7.4,10.7,50.4,359
15,1.8,5.9,10.9,50,322
16,1.5,4.8,12.1,46.5,293
17,1.3,4.5,12.4,44.1,255
18,1.2,5.1,13,40.1,233
19,1.3,6,13.4,36.3,220
20,1.8,10,13.1,38.5,246
21,1.7,7.8,11.5,46.4,272
22,2.2,11.2,13.1,40.4,358
23,3.2,17,13,39.3,514
0,5.9,31,11.3,50.9,742
1,6.6,28.9,10.6,53.4,-200
2,-200,23.1,9.5,57.9,-200
3,-200,13.7,8.6,60.5,-200
4,-200,8,8.5,59.7,-200
5,-200,7.4,7.9,61.4,-200
6,-200,4.9,7.1,63.6,-200
7,-200,3.7,7.2,62.2,-200
8,-200,2.9,5.6,67.9,-200
9,-200,1.9,5.1,68.7,-200
10,-200,1.4,4.4,71.4,-200
11,-200,1.9,4.1,73.1,-200
12,-200,3.2,3.2,76.8,-200
13,-200,7.4,3.7,76.2,-200
14,-200,22.4,4.9,70.7,-200
15,-200,22.8,7.1,62,-200
16,-200,18.5,8.1,59.1,-200
17,-200,20.4,11.1,48.8,-200
18,-200,10.6,11.3,46.5,-200
19,-200,11.8,12.5,42.3,-200
20,-200,14.8,12.5,42.8,-200
21,2.1,13.1,12.6,42.4,-200
22,1.5,7.5,13.8,40.7,-200
23,1.6,8.1,11,58.8,-200
0,3.5,16.9,8.3,76.5,-200
1,4.6,19.9,8.6,75.5,-200
2,4.7,16.5,8.8,76.6,-200
3,3,9.6,8,81,-200
4,1.5,5.3,7.3,85.7,-200
5,0.9,3.5,6.5,85.6,-200
6,0.8,2.5,6.5,83.5,-200
7,0.7,2.5,6.9,82.3,-200
8,0.6,2.2,7.3,78.1,-200
9,0.3,0.8,7.9,68,-200
10,0.2,0.5,8,64.5,32
11,0.2,0.5,8.1,68.6,29
12,0.3,0.9,6.3,84.8,48
13,0.5,1.6,6.7,79.8,113
14,1.4,5.8,7.1,77.9,267
15,2,9.5,7.9,73.5,332
16,1.6,6.7,6.9,86,354
17,1.3,4.4,6.8,87.1,316
18,1.4,6.8,8,81.6,395
19,1.9,7.8,9.5,70,391
20,2.7,10.8,10.5,62.2,457
21,2.1,9.8,11.4,59.1,448
22,2.4,11.3,11.1,58.6,543
23,2.7,12.3,10.8,57.6,574
0,2.5,12.6,10.6,56.9,435
1,3.7,17,10.6,59.3,504
2,4.6,21.4,10,71.5,586
3,3.9,15.3,10.3,71.1,580
4,2.2,9.9,10.5,70.3,346
5,2.7,13.4,10.2,71.3,531
6,2.6,11.2,9.7,73.1,477
7,2.1,9.4,9.3,73.5,344
8,1.4,6.6,9.2,73.9,219
9,1.2,5.5,8.1,78.1,-200
10,1.1,5.4,7.6,81.2,174
11,1.1,5.3,7.5,81.5,165
12,1.1,6.1,8.3,77.2,250
13,1.5,8.1,8.9,75.6,388
14,3.1,17.3,9.2,81.7,758
15,6.8,32.3,9.9,83.4,1247
16,5.4,24.1,10.2,82.3,1110
17,4.5,21,11.2,80.7,1145
18,3,12.7,11.8,76.1,720
19,2.8,13.6,12.5,71.3,557
20,3.9,18,13.2,68.4,678
21,3.4,14.3,12.5,73.2,659
22,3.2,13.7,12.2,75.7,552
23,2.8,11.2,11.5,78.1,395
0,3.9,16.5,11.6,76,573
1,3.5,16.1,12,73.3,463
2,4.7,20.6,12.9,68.8,568
3,4.6,16.8,13.1,69.6,706
4,1.2,4.8,12.3,73.4,193
5,1.1,4,12.7,71,151
6,1.2,4.5,12.9,69.9,167
7,1.6,5.4,12.9,70.5,239
8,0.7,2.4,13.1,67.7,102
9,0.4,1.2,13.1,67.6,-200
10,-200,1.6,13.8,64,55
11,0.6,1.7,13.7,64.4,71
12,0.5,1.7,13.9,63.8,79
13,0.6,2.3,14.1,64.5,117
14,1.4,5.7,14,66.1,266
15,2,7.9,14.2,66.4,340
16,1.6,6.4,14.9,62.5,257
17,1.6,6.9,16.3,58.4,311
18,1.7,6.7,16.9,56.5,279
19,2,8.7,17.4,55.8,267
20,2.3,9.9,17.4,57.3,310
21,2.4,11.4,17.7,55.5,352
22,2.2,9.8,16.8,58.9,337
23,2.6,12.9,17,57.5,358
0,4,16.6,16.2,60.2,547
1,5.2,20.8,16.7,58,600
2,3.9,18.8,16.5,58.8,470
3,3.8,12.6,15.8,61.1,522
4,1.6,5.9,15.7,60.8,208
5,1.5,6.1,15.9,59.6,205
6,1.6,5,15.6,60,217
7,1.5,4.9,15.6,60.1,216
8,1,2.7,15.7,59.5,117
9,0.8,2.7,15.7,60.1,-200
10,1.3,5,15.6,61.7,174
11,1,3.7,15.8,59.9,111
12,1,3.8,15.2,61.8,147
13,0.9,3.3,16.1,55.4,140
14,2.1,9.7,14.9,64.1,421
15,2.1,10.7,15.6,62,350
16,3.1,14.7,17.9,54.6,550
17,3.8,17.6,21.1,44.5,589
18,3.7,17.5,20.3,46.7,537
19,3.6,14.1,21.5,42.7,473
20,3.3,12.1,21.5,43.1,364
21,2.1,9.2,21.5,43.4,270
22,2.3,10.6,20.8,45.5,368
23,2.1,9,19.2,49.6,318
0,1.9,7.5,18.3,51.6,244
1,1.9,8,17.7,51.5,234
2,2.3,9.1,17.2,51.5,296
3,1.7,4.7,15.9,54.9,205
4,0.8,1.8,14,55.2,95
5,0.8,2.1,13.3,53,93
6,0.8,1.8,11.9,55.5,100
7,0.8,1.8,11.4,54.6,100
8,0.6,1,10.4,53.7,63
9,0.4,0.8,9.9,54.3,-200
10,0.3,0.7,9.8,51.3,36
11,0.3,0.4,9.5,52.2,24
12,0.2,0.2,10,45.7,20
13,0.2,0.2,10.2,41.9,25
14,0.3,0.3,10.6,36.1,39
15,0.3,0.4,10.7,36,57
16,0.4,0.5,10.8,35.4,59
17,0.4,0.6,11.4,32.9,65
18,0.6,1.1,12.4,32,93
19,0.6,1.2,12.4,31.3,112
20,0.6,1.4,12.2,31.8,110
21,0.5,1.1,10.5,37.9,81
22,0.6,1.3,9.6,44.2,100
23,0.7,1.8,8.2,57.9,109
0,1.4,4.7,7.3,63.5,148
1,1.2,3,8.4,55.7,207
2,1.1,3,9.1,49.6,210
3,1,2.8,10,41.4,180
4,0.6,1.6,10.4,36.2,109
5,0.8,2.3,11.3,32.3,128
6,0.6,1.3,10.9,33.5,96
7,0.5,1.1,10.6,34.9,65
8,0.3,0.6,10.7,36.1,42
9,0.2,0.4,11,37.3,-200
10,-200,0.4,10.7,39.2,24
11,0.3,0.4,10.4,38.6,28
12,0.4,0.8,10.4,37.4,55
13,0.7,2,10.5,37,181
14,2,8.7,10.7,37.9,480
15,2.4,8.6,11.1,38.1,442
16,1.8,6.8,12.6,36.6,361
17,1.6,6.2,13.8,36.2,288
18,1.7,6.4,13.4,37.1,330
19,1.8,6.7,13.5,34.9,300
20,1.7,6.2,13.7,32.2,239
21,1.7,6.7,13.6,32.1,265
22,1.7,7.8,13.5,31.8,287
23,2.6,11.5,13.5,27.9,403
0,4,16.7,12.7,28.9,515
1,3.8,16.6,12.6,30.2,446
2,4,16.3,12.3,32,501
3,2.4,8.6,12,34.3,355
4,1.4,5.4,11.6,37.3,217
5,1.3,4,11.3,40.3,180
6,1.3,3.9,11.3,41.8,167
7,1,2.8,11.2,42,126
8,0.8,2.2,11,42.6,113
9,0.6,0.9,11.2,41.3,-200
10,0.4,0.7,11.1,40.8,37
11,0.5,0.7,10.7,41.8,50
12,0.5,1.2,10.2,43.6,96
13,0.9,3.3,10.1,44,271
14,3.5,16.6,10.1,45.6,892
15,5.2,26.3,11.3,43.9,1071
16,4.3,16.4,14.5,33.8,839
17,3.5,15.5,17.5,26.4,713
18,2.6,10.7,17.2,22.4,498
19,2.5,11.1,17.3,20.4,389
20,2.8,11.7,18.1,21,457
21,2.2,10.9,17.9,22.3,425
22,2.4,11.4,17.6,23.7,483
23,3.5,16.3,16.7,25.9,604
0,4.2,18.5,14.8,29.6,648
1,3.1,14.5,13.6,34,427
2,3.2,15.8,13.4,40.4,461
3,2.8,13.2,11.8,44.3,436
4,2.2,7.8,10.7,47.5,300
5,1.8,6.1,10.2,49.4,277
6,1.7,5,9.5,51,196
7,1.6,5.3,7.7,57.9,277
8,1.1,2.9,8.4,54.5,131
9,0.8,1.9,7.9,55.4,-200
10,0.7,1.2,6.2,61,97
11,0.8,1.6,6.8,58.6,105
12,0.9,2,5.7,62.7,138
13,1.2,4,5.9,62,183
14,3.3,15.4,6.3,61.7,664
15,3.8,19,7.5,58.8,611
16,3.2,14.6,11.4,45.4,600
17,-200,16,14.1,39.2,-200
18,3.2,14.4,13.3,42.3,878
19,4.2,19,14.7,38.9,905
20,4.3,20.3,16.5,32.9,808
21,4,19.5,17.4,32.7,858
22,4.1,21,17.3,33.9,839
23,7.8,35.9,16,41.5,1290
0,10.2,47.7,13.7,52.8,748
1,6.6,30.1,13,55.1,1148
2,4.3,22,12.4,56.8,729
3,4.9,19,10.7,62.1,810
4,2.6,9.2,10.5,61.1,427
5,2.3,7.1,9.7,62.5,274
6,2.7,8.2,8.8,65.5,387
7,2.2,5.1,8.8,63.8,235
8,2,5.6,8.5,65,225
9,1.3,3.5,7.5,69.3,-200
10,1.2,3.8,6.4,74,185
11,1.1,3.6,5.9,76.6,212
12,1.4,6.6,6.1,76.7,358
13,2.1,9.9,6.8,74.5,531
14,4.5,21.5,7.7,72.5,992
15,5.6,27.8,8.9,67.4,1132
16,5.6,22.9,11.4,58.3,1195
17,4.7,20.2,13.4,52.8,1120
18,4.2,19.7,15.8,50.1,870
19,3.6,13.8,18.3,50,570
20,3.2,15.3,18.8,49.2,384
21,3.1,15.9,18.4,49.6,381
22,3.8,17.4,18.3,51,541
23,3.9,17.6,17.6,53.1,484
0,4.6,20.4,17.3,53.6,549
1,4.9,22.6,16.8,55.2,596
2,5.4,25.1,16.6,56.5,620
3,4.3,17.2,16.3,58.1,542
4,3.1,11.7,15.9,59,381
5,2.5,9.2,15.9,59.4,270
6,2.4,7.7,15.7,60.9,284
7,1.9,5.6,16.1,59.5,204
8,1.3,3.3,15.5,63.8,93
9,1.2,2.3,14.9,65.3,-200
10,1.1,2.1,14.7,64.4,51
11,0.9,1.3,14.7,59.8,45
12,1,1.6,15.4,55.9,68
13,1.6,5.3,14.5,63,198
14,4.8,20.5,14.7,63.1,633
15,5.9,22.7,15.2,62.2,548
16,5.6,16.7,16.1,59.2,588
17,3.5,13.8,17,55.9,612
18,2.8,11.8,17.6,52.2,428
19,3.6,15.2,17.3,55.4,463
20,4.8,17.9,17.8,53.5,479
21,5,14.8,18.3,52.3,469
22,5.6,18.3,18.3,52.8,583
23,7.5,24.4,17.7,56.6,760
0,7.2,25,17.3,58.2,691
1,8.3,29.8,16.2,62.6,832
2,8.6,27.9,15.2,57.5,881
3,4.3,6.5,14.2,27.7,390
4,2.6,3.6,13.4,14.3,207
5,2.6,4,12.8,14.8,204
6,2.7,3.6,12.2,14,243
7,2.7,4,12,14.5,264
8,2.6,3.5,10.8,17,215
9,2.4,2.4,10.4,19.2,-200
10,-200,2.3,9.7,22.5,146
11,0.6,1.5,9,23.1,92
12,0.7,2.8,8.7,24.7,174
13,1.2,6,6.9,39.4,294
14,2,11.1,6.3,44.8,412
15,2.8,15.3,7.2,43.2,573
16,2.9,17.1,11.9,27.9,661
17,2.2,10.3,14.8,17.9,555
18,1.6,8.5,14.8,14.3,363
19,1.5,10.4,14.7,15.5,302
20,1.9,10.9,14.7,16.6,340
21,1.5,10.6,14.8,15.6,306
22,1.8,11.1,15.3,14.3,377
23,3.4,21.1,13.5,19.5,625
0,4.6,22.3,11.1,31.8,870
1,1.6,10.6,10.2,33.4,421
2,1.2,8.4,9.5,35.9,294
3,1.2,7.6,8,39.8,339
4,0.9,7.1,6.6,44.1,260
5,0.7,7.2,6.1,45.2,256
6,2.5,13.9,5.2,50.8,572
7,1.5,9.7,4.9,53,428
8,0.5,4.9,5.3,48.7,195
9,0.3,5.1,4.2,53.6,-200
10,0.5,5.6,3.1,56.3,160
11,0.1,2.8,4.1,52.2,101
12,0.2,2.7,3.5,55.9,97
13,-200,3.6,1.8,61.7,127
14,0.2,4.9,1.3,65.3,227
15,0.5,5.6,3.2,57,253
16,0.4,6.4,7.2,42.8,234
17,0.8,6.8,10.3,34.2,291
18,1.5,10.1,10.9,33.8,402
19,1.9,11.2,12.2,30,492
20,1.1,8.7,13.3,24.3,351
21,0.3,5,15.2,18.7,160
22,0.9,8.2,14.9,21.7,292
23,2.1,12.7,13.1,25.4,537
0,2.4,10.9,11.7,32.7,607
1,1.6,7.4,10.1,34.4,308
2,1.1,6.3,9.8,36,277
3,1.3,7.7,7.1,43.2,348
4,0.8,7.2,5.9,47.8,267
5,1,7,5.3,50.5,399
6,0.3,5,5.6,48,163
7,1,8.2,3.9,55.9,297
8,0.4,5,3.3,58,212
9,0.1,3.5,3.7,56.3,-200
10,-200,2,4.2,54.8,81
11,-200,2.3,2.6,60.8,116
12,0.1,4.2,3.7,57.9,201
13,0.4,6.8,4.5,54.8,333
14,2.4,16.2,4.9,55.8,733
15,3.1,50.7,5.4,55.1,846
16,3.1,63.7,6.2,51.8,801
17,2.7,25.4,6.8,49.8,884
18,2.3,20.1,7.3,50.6,784
19,3,23.5,7.8,49,896
20,3.6,25.2,8,49.2,953
21,3.1,21.8,8.3,49.3,980
22,3.5,22.8,8.5,49.6,1058
23,4,25.4,8.5,52.6,1080
0,6.3,38.3,8.9,53.4,1301
1,6.9,37.6,9.1,53.8,1345
2,6.5,33.9,8.9,54.2,1218
3,3.3,22.4,8.5,54.2,884
4,2.4,16.9,8.5,57.8,650
5,1.7,13.9,7.7,71.1,444
6,1.3,11.6,7.9,72.5,370
7,1.1,10.8,8,75.3,349
8,0.8,8.8,8,76.2,287
9,0.3,6,7.8,81.3,-200
10,-200,6.1,7.9,81.8,226
11,1.3,6.4,8.2,81.4,238
12,1.4,7.7,8.5,81.1,316
13,2.1,10,8.9,79.3,508
14,4.5,24,9.5,77.9,920
15,5.7,27.6,9.9,77.6,980
16,6.6,31.5,10.7,76.2,1188
17,5,24.1,11.8,72.2,1045
18,5.3,26.5,13.3,66.9,999
19,5.4,27.1,13.8,67,955
20,7.3,33.2,13.9,67.6,1189
21,5.1,25.5,14.2,66.8,933
22,5.3,27.1,14.2,67.8,898
23,7.3,35.4,13.6,71,1201
0,10.2,49.5,13.2,72.6,1369
1,11.9,50.6,12.4,74.7,1389
2,11.5,49.4,11.5,76.2,1358
3,8.3,31.7,10.4,79.3,1189
4,4.7,21.8,10,82.5,866
5,4,19.8,10,82.6,718
6,3.9,18.6,10.1,83.5,715
7,2.8,13.4,10,83.6,558
8,2.3,10.1,10.4,80.8,467
9,1.8,8.4,10.6,80.3,-200
10,1.4,5.4,10.6,78.8,295
11,1,3.4,10.5,77.8,151
12,1,4.1,9.8,79.2,188
13,1.8,8.7,9.5,80.3,380
14,3.8,18.7,9.8,80.5,717
15,4.2,21,10.3,80.3,803
16,3.6,17.7,11.1,77.2,726
17,3.3,15.1,13.3,68.8,558
18,2,8.8,15.1,58.3,427
19,2,9.7,15.6,56.2,317
20,2.9,14.4,15.4,59.6,436
21,2.7,14.7,14.6,63.7,490
22,3.4,17.4,13.7,66.8,602
23,4.5,22.3,12.3,72.5,732
0,6.1,30.3,10.8,77.2,865
1,6.8,33.3,10.2,80.4,936
2,8.4,36,10.1,79.3,1074
3,5.3,23.9,10,76.1,812
4,4.5,19,8.6,82.3,773
5,4.1,16.8,7.7,84.3,761
6,4,17.5,7.1,84.1,781
7,4,17.4,6.7,83.2,743
8,3,11.3,6,83,533
